Id,Label,lat,lon
815041,ZG. Pirniče,46.140682,14.427661
103131,Ruski car,46.090206,14.513775
603172,OPEKARSKA,46.037148,14.503912
702022,Študentsko naselje,46.049355,14.487494
204152,Šentjakob,46.09119,14.581615
204451,Zaboršt,46.133038,14.608284
504051,NS Rudnik,46.020256,14.535109
604061,Ižica,46.004795,14.515311
204151,Šentjakob,46.091404,14.582689
604022,Barje,46.015114,14.511875
402051,Glonarjeva,46.050301,14.526478
102082,Mercator,46.074581,14.511622
101061,Bratov Židan,46.0653,14.502942
614042,Capuder,46.005497,14.489564
803101,Tržnica Koseze,46.074005,14.475859
603201,Park varne mobilnosti,46.029957,14.492149
703021,Cesta XV,46.045948,14.480814
404101,Krožna pot,46.041225,14.555973
602122,Trnovo,46.041893,14.509812
815201,Goričane kopališče,46.142727,14.392156
204012,Leskoškova,46.061951,14.55844
204231,DRAGOMELJ,46.106327,14.594252
603261,ČRNI LOG,46.020241,14.463606
404052,KPL,46.041267,14.592929
804062,Stanežiče,46.116207,14.442273
704052,Dolgi most Rotar,46.033653,14.452146
404131,Dobrunje-2,46.038242,14.582726
304012,Preglov trg,46.05455,14.558475
815172,Vaše Helios,46.136364,14.405103
204381,Videm pri Ljubljani,46.089817,14.629241
804342,Oval,46.104065,14.449233
203232,Na Žalah,46.071674,14.52962
803142,Koseze,46.07222,14.467561
500011,Tavčarjeva,46.0546,14.506793
204161,Reaktor,46.091034,14.596399
703091,Vič,46.042103,14.477929
104361,GD Gameljne,46.125843,14.50035
625021,Ig,45.959793,14.517461
605082,Ig Petrol,45.962318,14.530527
304042,Chengdujska,46.054874,14.56765
204141,Belinka,46.091419,14.574871
603202,Park varne mobilnosti,46.030388,14.493136
406081,TUJI GRM,46.051102,14.720887
703011,Rožna dolina,46.048,14.482654
204162,Reaktor,46.090805,14.597398
745032,Mostiček,45.995949,14.406388
202042,Savsko naselje,46.062729,14.524755
405072,Zg. Besnica,46.025963,14.701799
403012,Jana Husa,46.053177,14.533083
703111,Dolgi most,46.0373,14.467279
203182,Bratislavska,46.065224,14.550884
101022,Parmova,46.063877,14.504646
204212,Agrokombinatska,46.069065,14.605742
104212,Rašica,46.127003,14.493204
103212,Baragova,46.076046,14.517007
415021,Podlipoglav,46.017006,14.62332
603161,Galjevica,46.033184,14.513371
102021,Topniška,46.067154,14.515008
404111,Hruševska,46.038902,14.569809
835011,Verje,46.143127,14.420214
203231,Na Žalah,46.072086,14.529728
704141,Zgornji log,46.032787,14.462171
603122,Ižanska,46.035587,14.512926
403023,Kodeljevo,46.051567,14.539461
404041,Pošta Dobrunje,46.041996,14.586348
804191,Pod Kamno gorico,46.0737,14.456132
603031,Krimska,46.03661,14.489424
614071,Lipe,45.997345,14.470194
614062,Rutar,45.99992,14.475585
204412,Ihan farma,46.115608,14.618559
403071,Bilečanska,46.046032,14.543988
802041,Bolnica P. Držaja,46.06744,14.485905
204291,Pot v mejah,46.061142,14.617203
405062,Besnica kamnolom,46.020279,14.710426
745031,Mostiček,45.997223,14.407908
804401,Dolnice,46.082066,14.450661
614052,Zidarjevec,46.002617,14.481927
204292,Pot v mejah,46.061092,14.617497
204321,Sneberska,46.070339,14.596972
204061,Hrastje,46.075058,14.563962
405041,Blaževo,46.032166,14.678075
801021,SŽ ŠIŠKA,46.061039,14.500232
404201,Sostro - 2,46.0331,14.604354
105101,SŠ Domžale,46.138412,14.60078
103021,Brinje,46.076756,14.505506
614061,Rutar,46.000443,14.476995
104122,Polanškova,46.106361,14.525635
203051,Kavčičeva,46.064049,14.53596
415072,Pri Dogonivar,45.989468,14.657285
104054,Sava,46.100613,14.521277
204042,Letališka,46.062035,14.570114
105111,OŠ Domžale,46.142094,14.602283
102052,Podmilščakova,46.069252,14.503558
204221,Podgorica,46.098118,14.586985
804172,Andreja Bitenca,46.086235,14.464992
103091,Gorjančeva,46.085064,14.50756
104011,SAVLJE,46.095177,14.503263
625041,Kot,45.951679,14.512155
704151,Cesta v Gorice,46.032284,14.464581
804171,Andreja Bitenca,46.085831,14.464863
101034,Kržičeva,46.06509,14.513805
803061,Ljubljanske brigade,46.079891,14.486789
815101,Gostilna Kovač,46.128819,14.444377
102091,Kardeljeva ploščad,46.071896,14.519063
804392,Kamnogoriška,46.083591,14.455598
204342,Cesta v Zajčjo Dobravo,46.072155,14.591822
304112,Petrol,46.056717,14.601719
105142,Domžale,46.139252,14.594285
104071,Šlandrova,46.097946,14.536026
103181,Štajerska,46.074558,14.524525
603111,Lahova pot,46.024426,14.511222
304161,Kašeljska,46.054638,14.592861
603061,Murgle,46.03854,14.499928
204452,Zaboršt,46.133011,14.608593
804162,IMP,46.089302,14.477258
504111,Škofljica žaga,45.986214,14.571328
805031,Novo naselje,46.141872,14.408999
614111,Jurečič,45.989456,14.451919
703051,Podmornica,46.047298,14.464708
614031,Dornig,46.008591,14.498006
204262,Podgrad,46.068665,14.637957
403032,Pod Golovcem,46.048416,14.529776
603143,Tbilisijska,46.034046,14.477324
702012,Pod Rožnikom,46.051105,14.491842
703212,I. Kobilca,46.04137,14.463234
815192,Goričane pod gradom,46.140106,14.39965
803162,Bratov Babnik,46.074669,14.463196
202041,Savsko naselje,46.062252,14.524204
104081,Obrtna cona,46.097794,14.542193
204341,Cesta v Zajčjo Dobravo,46.072639,14.591218
425012,Javor-2,46.012497,14.652763
703221,Cesta na Vrhovce,46.041718,14.459641
603211,Tomažičeva,46.038792,14.475564
804122,Brod,46.115635,14.462361
703192,Pot Rdečega križa,46.046894,14.461292
704161,C. dveh cesarjev,46.030514,14.480692
703031,Jamnikarjeva,46.044895,14.475148
804501,Zakrajškova,46.082161,14.443894
603252,Log,46.027409,14.46574
105121,Ljubljanska,46.143795,14.599154
804232,Pržanec,46.086311,14.459278
815211,Rakovnik pri Sori,46.141991,14.382187
704032,Vrhovci,46.044102,14.455626
204281,Pod Debnim vrhom,46.063381,14.624422
103121,Čerinova,46.090229,14.512219
815152,Preska,46.134754,14.411648
204362,Ostrovrhar,46.066273,14.636827
815212,Rakovnik pri Sori,46.142067,14.382442
804411,Krivec,46.078484,14.455399
204461,Stadion Domžale,46.135994,14.601001
204501,Študa polje,46.125076,14.594351
803172,Spar,46.076916,14.467461
103061,Pohorskega bataljona,46.082241,14.507273
603212,Tomažičeva,46.038288,14.475569
704031,Vrhovci,46.044033,14.455329
704071,Radna,46.024761,14.423697
203021,Rožičeva,46.063465,14.531915
704181,Podvozna pot,46.035645,14.462325
204391,Ihan Termit,46.102661,14.623425
204421,Ihan Emona,46.120911,14.617701
804144,Tacenski most,46.11813,14.461257
204361,Ostrovrhar,46.066586,14.636956
816032,Sora OŠ,46.142151,14.375755
816041,Sora,46.141663,14.373876
703191,Pot Rdečega križa,46.047157,14.461756
803182,Kamna Gorica,46.078503,14.467027
625062,Iška vas šola,45.943874,14.509403
204492,Goropečnikova,46.095219,14.584673
703032,Jamnikarjeva,46.045223,14.473973
815022,Sp. Pirniče,46.134533,14.438026
804104,Tabor,46.10886,14.462182
204382,Videm pri Ljubljani,46.089584,14.629319
204502,Študa polje,46.125744,14.594698
204442,Prelog Mngan,46.129406,14.611152
