Source,Target,Type,Weight,EdgeType,routes,dist_m
804081,804041,Directed,279.31,BUS,8,0.0
804081,804251,Directed,167.38,WALK,,98.1
804081,804082,Directed,233.61,WALK,,48.8
404202,404161,Directed,611.32,BUS,24,0.0
404202,404092,Directed,1037.9,WALK,,157.1
404202,404093,Directed,1046.81,WALK,,169.5
404202,404091,Directed,481.4,WALK,,152.6
404202,404201,Directed,225.59,WALK,,56.6
304081,304071,Directed,334.02,BUS,25,0.0
304081,304072,Directed,611.32,BUS,24,0.0
304081,304074,Directed,396.75,WALK,,253.1
304081,304082,Directed,250.65,WALK,,48.5
204432,204442,Directed,790.24,BUS,21D,0.0
204432,204431,Directed,832.03,WALK,,58.5
304062,304072,Directed,122.73,BUS,"11, 11B, 20Z, 27",0.0
304062,304074,Directed,334.02,BUS,25,0.0
304062,304061,Directed,363.22,WALK,,123.5
604012,604022,Directed,229.79,BUS,"19B, 19I",0.0
604012,604011,Directed,243.45,WALK,,19.1
405021,405011,Directed,925.71,BUS,26,0.0
405021,405101,Directed,1408.7,BUS,10,0.0
405021,405101,Directed,1600.76,WALK,,268.9
405021,405102,Directed,1599.45,WALK,,267.1
405021,405022,Directed,1191.22,WALK,,33.6
303011,402041,Directed,50.55,BUS,"11, 11B, 2, 20, 20Z, 25, 9",0.0
303011,303012,Directed,219.18,WALK,,53.4
602032,603012,Directed,144.0,BUS,"1, 1B",0.0
602032,703082,Directed,100.62,BUS,"6, 6B",0.0
602032,602031,Directed,80.89,WALK,,32.0
602032,603011,Directed,330.7,WALK,,270.8
602032,602042,Directed,267.05,WALK,,290.9
404172,405012,Directed,925.71,BUS,26,0.0
404172,404171,Directed,940.23,WALK,,20.3
602121,603081,Directed,1296.0,BUS,16,0.0
602121,602111,Directed,229.79,BUS,"19B, 19I",0.0
602121,602122,Directed,309.57,WALK,,111.7
102041,101051,Directed,70.59,BUS,"11, 6, 8",0.0
102041,102042,Directed,87.58,WALK,,23.8
404051,404041,Directed,372.41,BUS,13,0.0
404051,404052,Directed,419.49,WALK,,65.9
204491,204153,Directed,400.0,BUS,12D,0.0
204491,204492,Directed,426.68,WALK,,37.4
103062,103092,Directed,152.83,BUS,"14, 18",0.0
103062,103061,Directed,179.47,WALK,,37.3
803222,803081,Directed,272.27,BUS,"18, 18L",0.0
803222,803221,Directed,283.39,WALK,,15.6
104113,104122,Directed,1408.7,BUS,28,0.0
104113,104112,Directed,527.53,WALK,,87.2
104113,104111,Directed,172.46,WALK,,87.7
104113,104162,Directed,992.81,WALK,,283.6
204182,204192,Directed,249.23,BUS,"11, 11B, 20Z",0.0
204182,204301,Directed,1408.7,BUS,10,0.0
204182,204181,Directed,846.33,WALK,,24.3
204182,204291,Directed,1603.85,WALK,,273.2
204182,204292,Directed,1620.0,WALK,,295.8
504042,504122,Directed,241.79,BUS,27,0.0
504042,504122,Directed,448.6,WALK,,289.5
504042,504041,Directed,325.5,WALK,,117.2
103042,103162,Directed,255.12,BUS,"20, 20Z",0.0
103042,103162,Directed,417.55,WALK,,227.4
103042,103192,Directed,354.42,WALK,,195.8
103042,103191,Directed,566.05,WALK,,177.4
103042,103041,Directed,309.04,WALK,,75.5
103042,103212,Directed,677.78,WALK,,240.1
203032,203232,Directed,229.79,BUS,"19B, 19I",0.0
203032,203211,Directed,520.01,WALK,,139.2
203032,203212,Directed,764.98,WALK,,215.1
203032,203031,Directed,247.71,WALK,,25.1
614032,614042,Directed,450.0,BUS,19B,0.0
614032,614031,Directed,533.2,WALK,,116.5
402042,303012,Directed,50.55,BUS,"11, 11B, 2, 20, 20Z, 25, 9",0.0
402042,402041,Directed,118.05,WALK,,94.5
804402,804502,Directed,259.2,BUS,22,0.0
804402,804412,Directed,3240.0,BUS,23,0.0
804402,804401,Directed,260.47,WALK,,28.7
104163,104111,Directed,790.24,BUS,21D,0.0
104163,104161,Directed,859.11,WALK,,118.5
104163,104151,Directed,1532.62,WALK,,173.5
104163,104112,Directed,668.89,WALK,,285.1
104163,104162,Directed,838.52,WALK,,67.6
104163,104152,Directed,1492.35,WALK,,117.1
103092,103112,Directed,152.83,BUS,"14, 18",0.0
103092,103091,Directed,235.03,WALK,,115.1
402052,403012,Directed,226.57,BUS,"5, N5",0.0
402052,402062,Directed,505.03,WALK,,287.7
402052,402051,Directed,266.13,WALK,,55.4
415012,415022,Directed,925.71,BUS,26,0.0
415012,415011,Directed,932.26,WALK,,9.2
804382,804392,Directed,240.0,BUS,"22, 23",0.0
804382,804392,Directed,404.64,WALK,,230.5
804382,804391,Directed,403.59,WALK,,229.0
804382,804381,Directed,1758.46,WALK,,12.4
603081,603071,Directed,1296.0,BUS,16,0.0
603081,603092,Directed,229.79,BUS,"19B, 19I",0.0
603081,603082,Directed,223.89,WALK,,40.2
603081,603171,Directed,308.96,WALK,,115.3
603081,603172,Directed,303.5,WALK,,107.7
602093,602071,Directed,226.57,BUS,9,0.0
602093,602092,Directed,316.68,WALK,,126.2
204311,204313,Directed,1408.7,BUS,10,0.0
204311,204313,Directed,896.13,WALK,,94.0
204311,204301,Directed,1561.54,WALK,,214.0
204311,204312,Directed,1412.72,WALK,,5.6
204311,204302,Directed,1529.56,WALK,,169.2
303061,303051,Directed,249.23,BUS,"11, 11B",0.0
303061,303071,Directed,279.59,WALK,,261.5
303061,303062,Directed,338.83,WALK,,125.4
303061,303072,Directed,285.44,WALK,,269.7
103071,103031,Directed,61.95,BUS,"11, 18, 6, 8",0.0
103071,103072,Directed,103.3,WALK,,57.9
202012,202092,Directed,150.7,BUS,"12D, 27",0.0
202012,202042,Directed,225.0,BUS,2,0.0
202012,202011,Directed,113.07,WALK,,31.9
803111,803101,Directed,259.2,BUS,7,0.0
803111,803112,Directed,277.31,WALK,,25.4
203141,203121,Directed,241.79,BUS,27,0.0
203141,203121,Directed,430.45,WALK,,264.1
203141,203241,Directed,611.32,BUS,24,0.0
203141,203241,Directed,771.78,WALK,,224.6
203141,203142,Directed,451.9,WALK,,35.5
203141,203251,Directed,823.5,WALK,,297.0
203141,203122,Directed,422.88,WALK,,253.5
203141,203242,Directed,813.33,WALK,,282.8
604011,603111,Directed,229.79,BUS,"19B, 19I",0.0
604011,604012,Directed,243.45,WALK,,19.1
203251,203242,Directed,611.32,BUS,24,0.0
203251,203242,Directed,655.24,WALK,,61.5
203251,203241,Directed,680.68,WALK,,97.1
203251,203141,Directed,638.73,WALK,,297.0
203251,203192,Directed,291.61,WALK,,233.1
203251,203182,Directed,459.25,WALK,,280.1
804071,804061,Directed,334.02,BUS,25,0.0
804071,804072,Directed,400.91,WALK,,93.6
501021,500011,Directed,151.4,BUS,"13, 20, 20Z",0.0
501021,501012,Directed,438.16,WALK,,296.2
501021,501022,Directed,228.87,WALK,,108.5
501021,501032,Directed,309.48,WALK,,118.3
501021,502012,Directed,296.45,WALK,,288.3
501021,501031,Directed,298.4,WALK,,102.8
501021,501011,Directed,427.85,WALK,,281.8
704081,704071,Directed,356.04,BUS,6B,0.0
704081,704072,Directed,544.21,WALK,,263.4
304032,304051,Directed,128.57,BUS,"20, 20Z, 22",0.0
304032,304042,Directed,334.02,BUS,25,0.0
304032,304031,Directed,158.79,WALK,,92.3
304032,304041,Directed,424.49,WALK,,245.4
304032,304021,Directed,422.93,WALK,,243.2
304032,304011,Directed,299.04,WALK,,288.7
304032,304022,Directed,343.67,WALK,,132.2
816051,816041,Directed,900.0,BUS,15,0.0
105102,105112,Directed,790.24,BUS,21D,0.0
105102,204462,Directed,962.33,WALK,,240.9
105102,105101,Directed,806.09,WALK,,22.2
105102,204461,Directed,983.6,WALK,,270.7
614081,614071,Directed,450.0,BUS,19B,0.0
614081,614082,Directed,459.82,WALK,,13.8
503012,503022,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
503012,503014,Directed,330.17,WALK,,123.7
503012,503011,Directed,228.76,WALK,,161.7
815142,815022,Directed,900.0,BUS,15,0.0
815142,815141,Directed,912.64,WALK,,17.7
204352,204372,Directed,1408.7,BUS,10,0.0
204352,204351,Directed,1442.79,WALK,,47.7
704062,704072,Directed,356.04,BUS,6B,0.0
704062,704061,Directed,408.58,WALK,,73.5
804201,804191,Directed,226.57,BUS,"5, N5",0.0
804201,804191,Directed,352.3,WALK,,176.0
804201,804193,Directed,3240.0,BUS,23,0.0
804201,804193,Directed,3335.76,WALK,,134.1
804201,804202,Directed,269.49,WALK,,80.8
300015,600012,Directed,272.27,BUS,"18, 18L",0.0
300015,600012,Directed,259.28,WALK,,245.6
300015,600011,Directed,1028.61,WALK,,268.5
300015,100012,Directed,497.94,WALK,,238.9
300015,300011,Directed,298.96,WALK,,94.8
300015,300014,Directed,1229.93,WALK,,157.8
300015,300012,Directed,755.5,WALK,,237.8
704041,704023,Directed,218.92,BUS,14,0.0
105131,105141,Directed,400.0,BUS,12D,0.0
105131,105141,Directed,577.81,WALK,,248.9
105131,105121,Directed,790.24,BUS,21D,0.0
105131,105142,Directed,576.09,WALK,,246.5
304091,304071,Directed,122.73,BUS,"11, 11B, 20Z, 27",0.0
304091,304074,Directed,611.32,BUS,24,0.0
304091,304142,Directed,361.86,WALK,,127.6
304091,304141,Directed,703.32,WALK,,215.4
304091,304162,Directed,413.97,WALK,,230.6
304091,304092,Directed,222.64,WALK,,16.0
403062,404012,Directed,372.41,BUS,13,0.0
403062,403061,Directed,394.4,WALK,,30.8
104101,104051,Directed,109.83,BUS,"21D, 28, 6",0.0
104101,104102,Directed,832.23,WALK,,95.6
104101,104111,Directed,314.48,WALK,,286.5
502021,502031,Directed,249.23,BUS,"11, 11B",0.0
502021,502013,Directed,339.56,WALK,,253.4
502021,502022,Directed,189.3,WALK,,67.8
502021,502024,Directed,152.74,WALK,,100.7
502021,502014,Directed,328.2,WALK,,277.2
502021,402061,Directed,325.05,WALK,,257.9
503022,503032,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
503022,503021,Directed,307.73,WALK,,132.4
204261,204271,Directed,1408.7,BUS,10,0.0
204261,204262,Directed,1418.53,WALK,,13.8
204261,204362,Directed,1601.18,WALK,,269.5
204261,204361,Directed,1575.4,WALK,,233.4
614011,604023,Directed,450.0,BUS,19B,0.0
614011,614012,Directed,502.52,WALK,,73.5
504092,504102,Directed,462.86,BUS,"3B, N3B",0.0
504092,504091,Directed,479.48,WALK,,23.3
101051,101032,Directed,259.2,BUS,22,0.0
101051,101032,Directed,403.91,WALK,,268.2
101051,100021,Directed,54.0,BUS,"11, 19B, 19I, 6, 8",0.0
101051,101021,Directed,331.99,WALK,,158.3
101051,101052,Directed,209.7,WALK,,32.4
101051,101031,Directed,351.44,WALK,,258.8
625052,626011,Directed,469.57,BUS,19I,0.0
625052,625051,Directed,495.08,WALK,,35.7
203052,203062,Directed,225.0,BUS,2,0.0
203052,203044,Directed,349.54,WALK,,126.5
203052,203051,Directed,254.45,WALK,,41.2
503052,504042,Directed,241.79,BUS,27,0.0
503052,503051,Directed,311.02,WALK,,96.9
802052,102012,Directed,259.2,BUS,22,0.0
802052,802012,Directed,332.11,WALK,,252.2
802052,802051,Directed,276.78,WALK,,24.6
103112,103122,Directed,218.92,BUS,14,0.0
103112,103122,Directed,415.87,WALK,,275.7
103112,103101,Directed,506.25,BUS,18,0.0
103112,103111,Directed,169.91,WALK,,23.9
103112,103121,Directed,408.57,WALK,,265.5
614021,614011,Directed,450.0,BUS,19B,0.0
614021,614022,Directed,535.77,WALK,,120.1
815042,835012,Directed,900.0,BUS,15,0.0
815042,815041,Directed,997.46,WALK,,136.4
303052,303062,Directed,249.23,BUS,"11, 11B",0.0
303052,303051,Directed,263.95,WALK,,124.0
303052,303071,Directed,261.27,WALK,,235.8
303052,303072,Directed,274.31,WALK,,254.1
415042,415082,Directed,925.71,BUS,26,0.0
415042,415041,Directed,932.45,WALK,,9.4
815011,815111,Directed,900.0,BUS,15,0.0
815011,815012,Directed,914.34,WALK,,20.1
204422,204432,Directed,790.24,BUS,21D,0.0
204422,204421,Directed,819.26,WALK,,40.6
404121,404111,Directed,611.32,BUS,24,0.0
404121,404111,Directed,744.55,WALK,,186.5
404121,404112,Directed,749.41,WALK,,193.3
404121,404122,Directed,618.0,WALK,,9.4
815151,805012,Directed,900.0,BUS,15,0.0
815151,815152,Directed,908.64,WALK,,12.1
203072,203081,Directed,229.79,BUS,"19B, 19I",0.0
203072,203071,Directed,243.13,WALK,,18.7
603121,503011,Directed,241.79,BUS,27,0.0
603121,603091,Directed,410.72,WALK,,253.3
603121,603122,Directed,277.33,WALK,,49.8
603171,603061,Directed,226.57,BUS,9,0.0
603171,603082,Directed,306.13,WALK,,155.3
603171,603064,Directed,390.81,WALK,,229.9
603171,603081,Directed,845.29,WALK,,115.3
603171,603172,Directed,251.61,WALK,,35.0
204121,204111,Directed,279.31,BUS,8,0.0
204121,204111,Directed,456.13,WALK,,247.6
204121,204112,Directed,387.6,WALK,,151.6
104021,103121,Directed,218.92,BUS,14,0.0
104021,104022,Directed,263.29,WALK,,62.1
603071,603202,Directed,1296.0,BUS,16,0.0
603071,603181,Directed,226.57,BUS,9,0.0
603071,603072,Directed,808.65,WALK,,66.3
704101,704051,Directed,356.04,BUS,6B,0.0
704101,704102,Directed,442.33,WALK,,120.8
703202,703212,Directed,218.92,BUS,14,0.0
703202,703201,Directed,262.5,WALK,,61.0
703202,703192,Directed,395.77,WALK,,247.6
703202,703191,Directed,410.53,WALK,,268.3
203211,202031,Directed,229.79,BUS,"19B, 19I",0.0
203211,202062,Directed,611.32,BUS,24,0.0
203211,203032,Directed,329.24,WALK,,139.2
203211,203212,Directed,730.47,WALK,,166.8
203211,203031,Directed,330.03,WALK,,140.3
603072,603082,Directed,1296.0,BUS,16,0.0
603072,603171,Directed,226.57,BUS,9,0.0
603072,603071,Directed,808.65,WALK,,66.3
704182,704052,Directed,356.04,BUS,6B,0.0
704182,704011,Directed,330.12,WALK,,267.9
704182,704181,Directed,172.66,WALK,,111.0
405052,405072,Directed,558.62,BUS,"10, 26",0.0
405052,405051,Directed,571.93,WALK,,18.6
402031,402021,Directed,135.0,BUS,"25, 9",0.0
402031,402021,Directed,259.48,WALK,,174.3
402031,502013,Directed,119.56,BUS,"2, 20, 20Z",0.0
402031,502021,Directed,249.23,BUS,"11, 11B",0.0
402031,402012,Directed,367.57,WALK,,197.4
402031,402022,Directed,249.51,WALK,,160.3
402031,402032,Directed,70.72,WALK,,28.2
402031,402011,Directed,438.36,WALK,,296.5
404132,404142,Directed,611.32,BUS,24,0.0
404132,404131,Directed,626.13,WALK,,20.7
805012,805023,Directed,243.61,BUS,"15, 25",0.0
805012,805011,Directed,711.82,WALK,,132.7
603144,704161,Directed,1296.0,BUS,16,0.0
603144,603142,Directed,195.23,WALK,,71.7
603144,603141,Directed,209.99,WALK,,101.8
603144,603143,Directed,1310.49,WALK,,20.3
404084,404172,Directed,925.71,BUS,26,0.0
404084,404083,Directed,930.89,WALK,,7.2
404084,404081,Directed,201.6,WALK,,23.0
404084,404082,Directed,684.45,WALK,,67.1
804193,804411,Directed,3240.0,BUS,23,0.0
804193,804202,Directed,365.18,WALK,,214.8
804193,804201,Directed,1829.04,WALK,,134.1
804193,804191,Directed,277.7,WALK,,71.6
101032,101034,Directed,151.4,BUS,"13, 20, 20Z",0.0
101032,101034,Directed,324.46,WALK,,242.3
101032,202022,Directed,129.6,BUS,"22, 7",0.0
101032,201012,Directed,356.04,BUS,6B,0.0
101032,201012,Directed,556.92,WALK,,281.2
101032,101052,Directed,368.92,WALK,,255.4
101032,101031,Directed,186.93,WALK,,28.5
101032,101051,Directed,348.16,WALK,,268.2
303032,403022,Directed,165.31,BUS,"24, 9",0.0
303032,403022,Directed,304.4,WALK,,292.3
303032,403021,Directed,576.4,WALK,,220.4
303032,303024,Directed,368.66,WALK,,276.7
303032,303022,Directed,565.51,WALK,,279.5
303032,303021,Directed,214.4,WALK,,229.4
303032,403023,Directed,424.71,WALK,,277.4
704072,744032,Directed,356.04,BUS,6B,0.0
704072,704081,Directed,544.21,WALK,,263.4
704072,704071,Directed,497.22,WALK,,197.6
803032,803042,Directed,97.3,BUS,"1, 1B, 25, N1",0.0
803032,803031,Directed,123.2,WALK,,36.3
204214,204312,Directed,1408.7,BUS,10,0.0
204214,204213,Directed,1416.76,WALK,,11.3
204214,204211,Directed,369.86,WALK,,168.9
204214,204212,Directed,396.11,WALK,,205.6
104202,104212,Directed,255.12,BUS,"1B, 8, N1",0.0
104202,104201,Directed,267.45,WALK,,17.3
803072,804162,Directed,279.31,BUS,8,0.0
803072,804161,Directed,483.8,WALK,,286.3
803072,803071,Directed,354.92,WALK,,105.8
300011,100012,Directed,400.0,BUS,12D,0.0
300011,100012,Directed,491.31,WALK,,229.6
300011,600012,Directed,62.55,BUS,"2, 25, 27, 9",0.0
300011,300015,Directed,339.96,WALK,,94.8
300011,300014,Directed,1165.71,WALK,,67.9
300011,300012,Directed,687.81,WALK,,143.0
103031,102081,Directed,70.59,BUS,"11, 6, 8",0.0
103031,103212,Directed,506.25,BUS,18,0.0
103031,103032,Directed,88.73,WALK,,37.5
803151,803141,Directed,226.57,BUS,"5, N5",0.0
803151,803152,Directed,239.84,WALK,,18.6
803151,803161,Directed,367.35,WALK,,151.4
803151,803162,Directed,386.98,WALK,,178.9
803211,803051,Directed,121.35,BUS,"18, 18L, 3, 3B, N3",0.0
803211,803212,Directed,389.5,WALK,,70.3
300014,600012,Directed,1117.24,BUS,SŽ,0.0
300014,801021,Directed,1117.24,BUS,SŽ,0.0
300014,100012,Directed,479.59,WALK,,213.2
300014,300015,Directed,384.96,WALK,,157.8
300014,300011,Directed,279.75,WALK,,67.9
300014,300012,Directed,649.43,WALK,,89.3
703022,703032,Directed,218.92,BUS,14,0.0
703022,703082,Directed,309.13,WALK,,291.9
703022,703012,Directed,412.47,WALK,,271.0
703022,703021,Directed,244.11,WALK,,35.3
703022,703011,Directed,432.36,WALK,,298.8
803132,803142,Directed,120.9,BUS,"22, 5, N5",0.0
803132,803221,Directed,485.02,WALK,,297.8
803132,803131,Directed,142.91,WALK,,30.8
803131,803081,Directed,120.9,BUS,"22, 5, N5",0.0
803131,803132,Directed,142.91,WALK,,30.8
602102,602112,Directed,58.17,BUS,"11, 11B, 19B, 19I, 27, 3, 3B, N3, N3B",0.0
602102,501031,Directed,225.0,BUS,2,0.0
602102,602101,Directed,67.14,WALK,,29.3
104141,104131,Directed,1408.7,BUS,28,0.0
104141,104142,Directed,1486.46,WALK,,108.9
815111,804141,Directed,900.0,BUS,15,0.0
815111,815112,Directed,925.75,WALK,,36.0
406041,406031,Directed,558.62,BUS,"10, 26",0.0
406041,406042,Directed,566.28,WALK,,10.7
104091,104081,Directed,279.31,BUS,8,0.0
104091,104082,Directed,449.37,WALK,,238.1
104091,104092,Directed,327.43,WALK,,67.4
704051,704181,Directed,356.04,BUS,6B,0.0
704051,704052,Directed,456.24,WALK,,140.3
405011,404171,Directed,925.71,BUS,26,0.0
405011,405012,Directed,934.24,WALK,,11.9
102051,101061,Directed,218.92,BUS,14,0.0
102051,102052,Directed,263.59,WALK,,62.5
402061,502013,Directed,140.87,BUS,"13, 5, N5",0.0
402061,402062,Directed,396.58,WALK,,135.9
402061,502022,Directed,281.38,WALK,,196.7
402061,502024,Directed,253.11,WALK,,241.2
402061,502021,Directed,433.42,WALK,,257.9
204232,204221,Directed,400.0,BUS,12D,0.0
204232,204231,Directed,410.68,WALK,,15.0
614101,614041,Directed,450.0,BUS,19B,0.0
614101,614102,Directed,517.51,WALK,,94.5
614101,614051,Directed,651.98,WALK,,282.8
804391,804381,Directed,240.0,BUS,"22, 23",0.0
804391,804381,Directed,1907.42,WALK,,220.9
804391,804382,Directed,403.59,WALK,,229.0
804391,804392,Directed,245.14,WALK,,7.2
203122,203142,Directed,241.79,BUS,27,0.0
203122,203142,Directed,629.47,WALK,,284.1
203122,203241,Directed,809.87,WALK,,278.0
203122,203141,Directed,607.64,WALK,,253.5
203122,203121,Directed,252.29,WALK,,14.7
102092,103042,Directed,255.12,BUS,"20, 20Z",0.0
102092,103192,Directed,372.41,BUS,13,0.0
102092,102091,Directed,210.22,WALK,,82.3
102081,102041,Directed,70.59,BUS,"11, 6, 8",0.0
102081,102082,Directed,109.97,WALK,,55.1
415082,415052,Directed,925.71,BUS,26,0.0
415082,415081,Directed,940.88,WALK,,21.2
415082,415072,Directed,1135.88,WALK,,294.2
614041,614031,Directed,450.0,BUS,19B,0.0
614041,614042,Directed,551.03,WALK,,141.4
204083,204251,Directed,611.32,BUS,24,0.0
204083,204352,Directed,1408.7,BUS,10,0.0
204083,204351,Directed,1617.79,WALK,,292.7
204083,204081,Directed,935.49,WALK,,172.4
204471,204501,Directed,400.0,BUS,12D,0.0
204471,204472,Directed,472.24,WALK,,101.1
204351,204081,Directed,1408.7,BUS,10,0.0
204351,204352,Directed,1442.79,WALK,,47.7
204351,204083,Directed,1219.11,WALK,,292.7
204062,204072,Directed,241.79,BUS,"12D, 24",0.0
204062,204061,Directed,263.74,WALK,,30.7
304021,303061,Directed,249.23,BUS,"11, 11B",0.0
304021,303062,Directed,459.73,WALK,,294.7
304021,304032,Directed,404.99,WALK,,243.2
304021,304011,Directed,236.21,WALK,,200.7
304021,304022,Directed,341.47,WALK,,129.1
304021,304012,Directed,268.85,WALK,,246.4
204462,105102,Directed,790.24,BUS,21D,0.0
204462,105102,Directed,962.33,WALK,,240.9
204462,105101,Directed,957.83,WALK,,234.6
204462,204461,Directed,837.79,WALK,,66.6
503042,504012,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
503042,503041,Directed,272.45,WALK,,83.0
503042,503031,Directed,413.89,WALK,,281.0
835012,805023,Directed,900.0,BUS,15,0.0
835012,835011,Directed,1019.03,WALK,,166.6
103032,103072,Directed,61.95,BUS,"11, 18, 6, 8",0.0
103032,103211,Directed,704.74,WALK,,277.9
103032,103031,Directed,315.2,WALK,,37.5
303072,304012,Directed,92.84,BUS,"20, 20Z, 22, 25",0.0
303072,303071,Directed,106.17,WALK,,18.7
303072,303061,Directed,441.84,WALK,,269.7
303072,303052,Directed,430.7,WALK,,254.1
204213,204321,Directed,1408.7,BUS,10,0.0
204213,204214,Directed,1416.76,WALK,,11.3
204213,204211,Directed,369.49,WALK,,168.4
204213,204212,Directed,395.42,WALK,,204.7
804511,804501,Directed,259.2,BUS,22,0.0
804511,804501,Directed,410.1,WALK,,211.3
804511,804502,Directed,409.48,WALK,,210.4
803171,803161,Directed,259.2,BUS,22,0.0
803171,803183,Directed,430.36,WALK,,239.6
803171,803172,Directed,292.37,WALK,,46.4
803171,803182,Directed,394.93,WALK,,190.0
614112,745112,Directed,450.0,BUS,19B,0.0
614112,614111,Directed,472.66,WALK,,31.7
804381,803182,Directed,259.2,BUS,22,0.0
804381,803181,Directed,3240.0,BUS,23,0.0
804381,804382,Directed,248.86,WALK,,12.4
804381,804391,Directed,397.82,WALK,,220.9
804381,804392,Directed,399.09,WALK,,222.7
804142,804152,Directed,255.12,BUS,"1B, 8, N1",0.0
804142,804141,Directed,625.68,WALK,,67.4
804142,804122,Directed,1110.96,WALK,,295.3
804142,804144,Directed,942.37,WALK,,59.3
102012,101051,Directed,259.2,BUS,22,0.0
102012,101062,Directed,364.79,WALK,,204.2
102012,102011,Directed,297.63,WALK,,53.8
102012,101061,Directed,375.2,WALK,,218.8
102012,102052,Directed,429.45,WALK,,294.7
103162,103081,Directed,255.12,BUS,"20, 20Z",0.0
103162,103161,Directed,311.9,WALK,,79.5
103162,103042,Directed,417.55,WALK,,227.4
805011,815152,Directed,900.0,BUS,15,0.0
805011,804071,Directed,334.02,BUS,25,0.0
805011,805012,Directed,338.42,WALK,,132.7
204402,204412,Directed,790.24,BUS,21D,0.0
204402,204401,Directed,820.18,WALK,,41.9
404031,404021,Directed,372.41,BUS,13,0.0
404031,404032,Directed,445.39,WALK,,102.2
803181,804382,Directed,3240.0,BUS,23,0.0
803181,803183,Directed,348.84,WALK,,125.5
803181,803182,Directed,388.55,WALK,,181.1
625032,625042,Directed,469.57,BUS,19I,0.0
625032,625031,Directed,476.4,WALK,,9.6
744012,744022,Directed,356.04,BUS,6B,0.0
744012,744011,Directed,472.06,WALK,,162.4
802021,802011,Directed,43.78,BUS,"1, 1B, 25, 3, 3B, 5, 8, N1, N3, N5",0.0
802021,802052,Directed,259.2,BUS,22,0.0
802021,802022,Directed,175.56,WALK,,83.2
404182,404132,Directed,611.32,BUS,24,0.0
404182,404181,Directed,623.01,WALK,,16.4
745061,745101,Directed,450.0,BUS,19B,0.0
614102,614052,Directed,450.0,BUS,19B,0.0
614102,614052,Directed,628.01,WALK,,249.2
614102,614101,Directed,517.51,WALK,,94.5
614102,614051,Directed,585.35,WALK,,189.5
504071,504033,Directed,462.86,BUS,"3B, N3B",0.0
504071,504072,Directed,494.98,WALK,,45.0
403052,303082,Directed,113.29,BUS,"5, 9, N5",0.0
403052,403062,Directed,372.41,BUS,13,0.0
403052,403051,Directed,265.33,WALK,,31.5
403052,303081,Directed,314.54,WALK,,281.8
403052,403072,Directed,763.84,WALK,,213.5
403052,403071,Directed,749.36,WALK,,193.3
204482,204502,Directed,400.0,BUS,12D,0.0
204482,204481,Directed,402.5,WALK,,3.5
104132,104142,Directed,1408.7,BUS,28,0.0
104132,104131,Directed,1451.2,WALK,,59.5
406071,406061,Directed,558.62,BUS,"10, 26",0.0
406071,406072,Directed,564.69,WALK,,8.5
703201,703191,Directed,218.92,BUS,14,0.0
703201,703191,Directed,367.01,WALK,,207.3
703201,703202,Directed,262.5,WALK,,61.0
703201,703052,Directed,422.02,WALK,,284.3
703201,703051,Directed,429.52,WALK,,294.8
703201,703192,Directed,353.39,WALK,,188.3
600022,601012,Directed,19.54,BUS,"1, 11, 11B, 14, 18, 18L, 19B, 19I, 1B, 2, 27, 3, 3B, 6, 6B, 9, N3, N3B",0.0
600022,601012,Directed,268.25,WALK,,274.3
600022,600021,Directed,1029.99,WALK,,15.5
600022,600011,Directed,1043.62,WALK,,289.5
600022,601011,Directed,170.24,WALK,,211.2
600022,600032,Directed,313.11,WALK,,173.8
600022,700011,Directed,238.32,WALK,,131.2
600022,500011,Directed,359.14,WALK,,225.6
604051,604023,Directed,469.57,BUS,19I,0.0
604051,604052,Directed,535.23,WALK,,91.9
303081,403051,Directed,113.29,BUS,"5, 9, N5",0.0
303081,403051,Directed,449.45,WALK,,289.2
303081,403052,Directed,444.11,WALK,,281.8
303081,303082,Directed,246.89,WALK,,28.4
604041,604061,Directed,469.57,BUS,19I,0.0
604041,604042,Directed,508.77,WALK,,54.9
203111,203101,Directed,241.79,BUS,27,0.0
203111,203102,Directed,259.6,WALK,,250.9
203111,203112,Directed,255.65,WALK,,19.4
204112,204121,Directed,279.31,BUS,8,0.0
204112,204121,Directed,387.6,WALK,,151.6
204112,204111,Directed,354.77,WALK,,105.6
404062,404162,Directed,925.71,BUS,26,0.0
404062,404072,Directed,185.14,BUS,"13, 24, 26",0.0
404062,404061,Directed,383.19,WALK,,18.0
303021,303011,Directed,50.55,BUS,"11, 11B, 2, 20, 20Z, 25, 9",0.0
303021,303024,Directed,315.82,WALK,,202.7
303021,303022,Directed,428.82,WALK,,88.1
303021,303032,Directed,329.16,WALK,,229.4
404093,404201,Directed,925.71,BUS,26,0.0
404093,404201,Directed,295.72,WALK,,154.8
404093,404161,Directed,925.71,BUS,26,0.0
404093,404092,Directed,935.42,WALK,,13.6
404093,404202,Directed,732.42,WALK,,169.5
404093,404091,Directed,388.02,WALK,,21.8
744022,745022,Directed,356.04,BUS,6B,0.0
744022,744021,Directed,476.69,WALK,,168.9
815181,815151,Directed,900.0,BUS,15,0.0
815181,815182,Directed,943.75,WALK,,61.2
815181,815172,Directed,1069.66,WALK,,237.5
