Source,Target,Type,Weight,EdgeType,routes,dist_m
602062,602102,Directed,46.22,BUS,"11, 11B, 19B, 19I, 2, 27, 3, 3B, N3, N3B",0.0
602062,602052,Directed,227.95,WALK,,236.2
602062,602051,Directed,257.11,WALK,,278.7
602062,602071,Directed,367.71,WALK,,197.6
602062,602061,Directed,68.41,WALK,,31.1
602062,602072,Directed,308.56,WALK,,114.8
515011,504111,Directed,462.86,BUS,"3B, N3B",0.0
515011,504112,Directed,662.11,WALK,,279.0
101052,102011,Directed,259.2,BUS,22,0.0
101052,102042,Directed,70.59,BUS,"11, 6, 8",0.0
101052,102022,Directed,229.79,BUS,"19B, 19I",0.0
101052,101021,Directed,353.77,WALK,,188.8
101052,101031,Directed,340.14,WALK,,243.0
101052,101051,Directed,179.78,WALK,,32.4
101052,101032,Directed,394.74,WALK,,255.4
745112,745052,Directed,450.0,BUS,19B,0.0
745112,745111,Directed,456.91,WALK,,9.7
402062,402052,Directed,226.57,BUS,"5, N5",0.0
402062,402052,Directed,432.11,WALK,,287.7
402062,403032,Directed,372.41,BUS,13,0.0
402062,402061,Directed,237.95,WALK,,135.9
402062,402051,Directed,393.74,WALK,,234.0
502022,402062,Directed,140.87,BUS,"13, 5, N5",0.0
502022,502013,Directed,357.92,WALK,,279.1
502022,502024,Directed,133.48,WALK,,73.8
502022,502021,Directed,297.66,WALK,,67.8
502022,402061,Directed,281.38,WALK,,196.7
804121,804131,Directed,689.36,BUS,"15, N1",0.0
804121,804131,Directed,874.8,WALK,,259.6
804121,804132,Directed,1020.43,WALK,,168.6
804121,804111,Directed,455.0,WALK,,279.8
804121,804141,Directed,764.55,WALK,,261.8
804121,804122,Directed,923.41,WALK,,32.8
100021,300012,Directed,400.0,BUS,12D,0.0
100021,600012,Directed,29.32,BUS,"11, 11B, 13, 14, 19B, 19I, 20, 20Z, 6, 7, 8",0.0
100021,100012,Directed,467.78,WALK,,196.7
100021,100022,Directed,163.45,WALK,,66.3
804111,804101,Directed,255.12,BUS,"1B, 8, N1",0.0
804111,804112,Directed,1650.03,WALK,,69.6
804111,804132,Directed,1095.6,WALK,,273.8
804111,804121,Directed,889.24,WALK,,279.8
804111,804131,Directed,841.59,WALK,,213.1
804111,804122,Directed,1104.04,WALK,,285.7
802042,803092,Directed,259.2,BUS,7,0.0
802042,802041,Directed,301.44,WALK,,59.1
802032,802042,Directed,259.2,BUS,7,0.0
802032,802022,Directed,324.47,WALK,,291.7
802032,802031,Directed,277.11,WALK,,25.1
404061,404191,Directed,368.18,BUS,"24, 26",0.0
404061,404051,Directed,372.41,BUS,13,0.0
404061,404062,Directed,568.32,WALK,,18.0
104321,104031,Directed,289.29,BUS,11,0.0
104321,104031,Directed,237.21,WALK,,233.3
104321,104032,Directed,386.38,WALK,,220.0
104321,104033,Directed,949.44,WALK,,222.9
804341,804082,Directed,900.0,BUS,15,0.0
804341,804241,Directed,1709.57,WALK,,235.5
804341,804342,Directed,926.68,WALK,,37.3
425011,415091,Directed,925.71,BUS,26,0.0
425011,425012,Directed,932.13,WALK,,9.0
503041,503031,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
503041,503042,Directed,272.45,WALK,,83.0
405032,405042,Directed,558.62,BUS,"10, 26",0.0
405032,405031,Directed,1219.99,WALK,,73.9
405032,405111,Directed,1604.77,WALK,,274.5
515013,515011,Directed,462.86,BUS,"3B, N3B",0.0
103192,103182,Directed,214.57,BUS,"13, 18",0.0
103192,103042,Directed,394.97,WALK,,195.8
103192,103191,Directed,452.48,WALK,,18.4
103192,103041,Directed,361.61,WALK,,149.1
103192,103181,Directed,824.61,WALK,,298.6
803052,803212,Directed,128.57,BUS,"18, 18L, 3, 3B",0.0
803052,803053,Directed,589.09,BUS,18L,0.0
803052,803053,Directed,671.43,WALK,,115.3
803052,803062,Directed,279.31,BUS,8,0.0
803052,803051,Directed,214.41,WALK,,23.7
503031,503021,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
503031,503042,Directed,413.89,WALK,,281.0
503031,503032,Directed,255.33,WALK,,59.0
103081,103161,Directed,255.12,BUS,"20, 20Z",0.0
103081,103161,Directed,419.08,WALK,,229.5
100012,201011,Directed,327.27,BUS,"11B, 12D",0.0
100012,100021,Directed,355.17,WALK,,196.7
100012,100022,Directed,259.96,WALK,,201.4
100012,300015,Directed,442.93,WALK,,238.9
100012,300011,Directed,395.31,WALK,,229.6
100012,300014,Directed,1269.56,WALK,,213.2
100012,300012,Directed,787.66,WALK,,282.8
804021,804011,Directed,97.3,BUS,"1, 1B, 25, N1",0.0
804021,804161,Directed,279.31,BUS,8,0.0
804021,804022,Directed,174.04,WALK,,142.6
202092,202082,Directed,150.7,BUS,"12D, 27",0.0
202092,202082,Directed,382.99,WALK,,297.0
202092,202051,Directed,401.75,WALK,,247.5
202092,202091,Directed,210.54,WALK,,83.8
202092,202042,Directed,296.05,WALK,,99.5
202092,202041,Directed,339.29,WALK,,160.0
201012,600012,Directed,356.04,BUS,6B,0.0
201012,201011,Directed,344.47,WALK,,24.1
201012,101032,Directed,413.23,WALK,,281.2
702031,602011,Directed,272.27,BUS,"18, 18L",0.0
702031,702032,Directed,331.25,WALK,,82.6
602071,602021,Directed,226.57,BUS,9,0.0
602071,602052,Directed,242.75,WALK,,256.9
602071,602051,Directed,255.11,WALK,,275.9
602071,602062,Directed,187.35,WALK,,197.6
602071,602061,Directed,191.69,WALK,,203.7
602071,602072,Directed,328.33,WALK,,142.5
104031,104371,Directed,70.59,BUS,"11, 6, 8",0.0
104031,104032,Directed,282.36,WALK,,74.4
104031,104321,Directed,455.91,WALK,,233.3
104031,104033,Directed,797.7,WALK,,10.4
404011,403061,Directed,372.41,BUS,13,0.0
404011,404012,Directed,422.9,WALK,,70.7
204401,204391,Directed,790.24,BUS,21D,0.0
204401,204402,Directed,820.18,WALK,,41.9
204171,204161,Directed,790.24,BUS,21D,0.0
204171,204172,Directed,810.85,WALK,,28.9
406051,406041,Directed,558.62,BUS,"10, 26",0.0
406051,406052,Directed,570.22,WALK,,16.2
803102,803112,Directed,259.2,BUS,7,0.0
803102,803101,Directed,289.65,WALK,,42.6
502031,602111,Directed,249.23,BUS,"11, 11B",0.0
502031,502032,Directed,339.49,WALK,,126.4
203061,203051,Directed,225.0,BUS,2,0.0
203061,203041,Directed,259.2,BUS,22,0.0
203061,203062,Directed,475.24,WALK,,154.1
102042,102082,Directed,70.59,BUS,"11, 6, 8",0.0
102042,102041,Directed,87.58,WALK,,23.8
204101,304081,Directed,216.0,BUS,"24, 25",0.0
204101,204102,Directed,482.44,WALK,,13.7
402032,402042,Directed,50.55,BUS,"11, 11B, 2, 20, 20Z, 25, 9",0.0
402032,402021,Directed,278.23,WALK,,200.5
402032,402012,Directed,384.61,WALK,,221.3
402032,402022,Directed,269.3,WALK,,188.0
402032,402031,Directed,188.1,WALK,,28.2
804042,804252,Directed,97.3,BUS,"1, 1B, 25, N1",0.0
804042,804082,Directed,255.12,BUS,"8, N1",0.0
804042,804041,Directed,225.92,WALK,,215.3
804091,804081,Directed,198.77,BUS,"15, 1B, 8, N1",0.0
804091,804092,Directed,619.98,WALK,,59.4
803012,803052,Directed,88.04,BUS,"18, 18L, 3, 3B, 8",0.0
803012,803014,Directed,161.4,WALK,,89.7
803012,803016,Directed,167.6,WALK,,117.4
803012,803011,Directed,98.11,WALK,,84.9
603152,503052,Directed,241.79,BUS,27,0.0
603152,603162,Directed,451.03,WALK,,292.9
603152,603151,Directed,284.65,WALK,,60.0
603152,603161,Directed,446.2,WALK,,286.2
203041,202091,Directed,150.7,BUS,"12D, 27",0.0
203041,203022,Directed,225.0,BUS,2,0.0
203041,202061,Directed,106.93,BUS,"22, 24, 7",0.0
203041,202031,Directed,259.2,BUS,7,0.0
203041,203212,Directed,611.32,BUS,24,0.0
203041,203042,Directed,166.29,WALK,,148.3
203041,203044,Directed,461.49,WALK,,283.2
204142,204152,Directed,790.24,BUS,21D,0.0
204142,204141,Directed,826.2,WALK,,50.3
103122,104022,Directed,218.92,BUS,14,0.0
103122,103111,Directed,359.48,WALK,,289.3
103122,103132,Directed,166.41,WALK,,134.1
103122,103112,Directed,559.53,WALK,,275.7
103122,103131,Directed,150.02,WALK,,111.2
103122,103121,Directed,227.07,WALK,,11.4
700012,801012,Directed,38.85,BUS,"1, 1B, 25, 3, 3B, 5, 7, 8, N1",0.0
700012,600012,Directed,1705.26,BUS,"N3, N3B",0.0
700012,600012,Directed,268.76,WALK,,258.9
700012,801021,Directed,1117.24,BUS,SŽ,0.0
700012,600011,Directed,1017.87,WALK,,253.5
700012,700011,Directed,275.67,WALK,,183.4
405071,405051,Directed,558.62,BUS,"10, 26",0.0
405071,405072,Directed,574.45,WALK,,22.2
603091,603082,Directed,229.79,BUS,"19B, 19I",0.0
603091,603162,Directed,385.39,WALK,,201.0
603091,603121,Directed,422.72,WALK,,253.3
603091,603092,Directed,338.08,WALK,,151.6
603091,603161,Directed,390.15,WALK,,207.7
603091,603122,Directed,390.26,WALK,,207.9
804041,804031,Directed,72.16,BUS,"1, 1B, 25, 8, N1",0.0
804041,804032,Directed,240.21,WALK,,235.3
804041,804042,Directed,329.97,WALK,,215.3
204201,204191,Directed,249.23,BUS,"11, 11B, 20Z",0.0
304141,304142,Directed,925.71,BUS,26,0.0
304141,304142,Directed,337.09,WALK,,92.9
304141,304091,Directed,173.26,BUS,"24, 27",0.0
304141,304091,Directed,520.86,WALK,,215.4
304141,304162,Directed,406.88,WALK,,220.7
304141,304092,Directed,360.64,WALK,,209.2
304141,304161,Directed,462.54,WALK,,298.6
404192,404062,Directed,368.18,BUS,"24, 26",0.0
404192,404191,Directed,382.59,WALK,,20.2
304071,304061,Directed,89.75,BUS,"11, 11B, 20Z, 25, 27",0.0
304071,304074,Directed,317.91,WALK,,142.7
304071,304072,Directed,158.87,WALK,,79.3
104331,104052,Directed,1408.7,BUS,28,0.0
104331,104332,Directed,1532.11,WALK,,172.8
815112,815012,Directed,900.0,BUS,15,0.0
815112,815111,Directed,925.75,WALK,,36.0
502024,402032,Directed,80.8,BUS,"11, 11B, 2, 20, 20Z",0.0
502024,502013,Directed,314.24,WALK,,218.0
502024,502022,Directed,193.55,WALK,,73.8
502024,502014,Directed,306.05,WALK,,246.2
502024,502021,Directed,321.18,WALK,,100.7
502024,402061,Directed,313.18,WALK,,241.2
745021,744021,Directed,356.04,BUS,6B,0.0
745021,745022,Directed,373.4,WALK,,24.3
404142,404152,Directed,611.32,BUS,24,0.0
404142,404141,Directed,617.05,WALK,,8.0
602022,602072,Directed,226.57,BUS,9,0.0
602022,602052,Directed,59.23,BUS,"1, 1B, 6, 6B",0.0
602022,602062,Directed,46.22,BUS,"11, 11B, 19B, 19I, 2, 27, 3, 3B, N3, N3B",0.0
602022,602021,Directed,100.09,WALK,,107.8
602022,602061,Directed,249.98,WALK,,285.3
600032,501012,Directed,226.57,BUS,"5, N5",0.0
600032,501022,Directed,151.4,BUS,"13, 20, 20Z",0.0
600032,600021,Directed,1142.67,WALK,,173.3
600032,600011,Directed,1029.2,WALK,,269.4
600032,600022,Directed,143.66,WALK,,173.8
600032,700011,Directed,312.17,WALK,,234.6
600032,500011,Directed,259.41,WALK,,86.0
415061,415071,Directed,925.71,BUS,26,0.0
802012,802022,Directed,44.69,BUS,"1, 1B, 25, 3, 3B, 5, 8, N1, N5",0.0
802012,802032,Directed,259.2,BUS,7,0.0
802012,802011,Directed,129.01,WALK,,128.2
802012,802051,Directed,456.06,WALK,,275.6
802012,802052,Directed,439.36,WALK,,252.2
804082,804092,Directed,198.77,BUS,"15, 1B, 8, N1",0.0
804082,804252,Directed,551.18,WALK,,131.7
804082,804251,Directed,201.98,WALK,,146.6
804082,804081,Directed,519.17,WALK,,48.8
603181,603072,Directed,226.57,BUS,9,0.0
801011,700011,Directed,38.03,BUS,"1, 1B, 25, 3, 3B, 5, 7, 8, SŽ",0.0
801011,600012,Directed,771.43,BUS,"N1, N3, N5",0.0
801011,801012,Directed,65.06,WALK,,37.7
801011,801021,Directed,1292.86,WALK,,245.9
404022,404032,Directed,372.41,BUS,13,0.0
404022,404021,Directed,416.79,WALK,,62.1
804502,804511,Directed,259.2,BUS,22,0.0
804502,804511,Directed,409.48,WALK,,210.4
804502,804501,Directed,265.48,WALK,,8.8
604032,704152,Directed,144.0,BUS,"1, 1B",0.0
604032,604031,Directed,199.64,WALK,,87.3
745101,745051,Directed,450.0,BUS,19B,0.0
104342,104352,Directed,1408.7,BUS,28,0.0
104342,104341,Directed,1417.93,WALK,,12.9
104342,104332,Directed,1621.67,WALK,,298.2
304111,304161,Directed,249.23,BUS,"11, 11B, 20Z",0.0
304111,304112,Directed,264.58,WALK,,21.5
804131,804101,Directed,689.36,BUS,"15, N1",0.0
804131,804112,Directed,1757.15,WALK,,219.6
804131,804132,Directed,989.91,WALK,,125.9
804131,804121,Directed,874.8,WALK,,259.6
804131,804111,Directed,407.35,WALK,,213.1
804131,804122,Directed,1104.68,WALK,,286.6
415092,425012,Directed,925.71,BUS,26,0.0
415092,415091,Directed,960.66,WALK,,48.9
203042,203092,Directed,60.34,BUS,"12D, 2, 24, 27, 7",0.0
203042,203091,Directed,204.49,WALK,,201.8
203042,203041,Directed,376.58,WALK,,148.3
203042,203044,Directed,445.63,WALK,,261.0
404072,404084,Directed,925.71,BUS,26,0.0
404072,404082,Directed,185.14,BUS,"13, 24, 26",0.0
404072,404071,Directed,199.79,WALK,,20.5
744021,744011,Directed,356.04,BUS,6B,0.0
744021,744022,Directed,476.69,WALK,,168.9
744011,704081,Directed,356.04,BUS,6B,0.0
744011,744012,Directed,472.06,WALK,,162.4
304061,304041,Directed,249.23,BUS,"11, 11B",0.0
304061,304031,Directed,334.02,BUS,25,0.0
304061,204041,Directed,241.79,BUS,27,0.0
304061,304062,Directed,316.58,WALK,,123.5
104171,104163,Directed,790.24,BUS,21D,0.0
104171,104172,Directed,857.07,WALK,,93.6
805032,805041,Directed,334.02,BUS,25,0.0
805032,805041,Directed,515.89,WALK,,254.6
805032,805023,Directed,789.99,WALK,,110.1
805032,805021,Directed,392.89,WALK,,82.4
805032,805031,Directed,393.1,WALK,,82.7
803091,802041,Directed,259.2,BUS,7,0.0
803091,803082,Directed,308.8,WALK,,157.1
803091,803081,Directed,290.83,WALK,,131.9
803091,803092,Directed,389.95,WALK,,183.0
703082,703092,Directed,100.62,BUS,"6, 6B",0.0
703082,703081,Directed,114.56,WALK,,19.5
703082,703022,Directed,427.43,WALK,,291.9
104151,104141,Directed,1408.7,BUS,28,0.0
104151,104161,Directed,901.45,WALK,,177.8
104151,104163,Directed,914.17,WALK,,173.5
104151,104162,Directed,949.87,WALK,,223.5
104151,104142,Directed,1592.84,WALK,,257.8
104151,104152,Directed,1448.97,WALK,,56.4
203152,204062,Directed,241.79,BUS,"12D, 24",0.0
203152,203171,Directed,225.0,BUS,2,0.0
203152,203182,Directed,259.2,BUS,7,0.0
203152,203151,Directed,173.48,WALK,,130.3
203152,203161,Directed,212.27,WALK,,184.6
404171,404083,Directed,925.71,BUS,26,0.0
404171,404172,Directed,940.23,WALK,,20.3
804211,804201,Directed,211.76,BUS,"23, 5, N5",0.0
804211,804202,Directed,371.19,WALK,,223.2
804211,804212,Directed,316.5,WALK,,146.6
504012,504022,Directed,213.16,BUS,"3, 3B, N3, N3B",0.0
504012,504011,Directed,227.79,WALK,,20.5
603011,602031,Directed,137.29,BUS,"1, 1B, N1",0.0
603011,602031,Directed,256.39,WALK,,277.7
603011,603012,Directed,275.95,WALK,,184.7
603011,602032,Directed,315.72,WALK,,270.8
103132,104372,Directed,70.59,BUS,"11, 6, 8",0.0
103132,103122,Directed,314.74,WALK,,134.1
103132,103131,Directed,106.61,WALK,,50.4
103132,103121,Directed,322.43,WALK,,144.9
504052,504061,Directed,241.79,BUS,27,0.0
504052,504061,Directed,394.82,WALK,,214.2
504052,504051,Directed,258.19,WALK,,23.0
406032,406042,Directed,558.62,BUS,"10, 26",0.0
406032,406031,Directed,570.89,WALK,,17.2
204301,204311,Directed,1408.7,BUS,10,0.0
204301,204311,Directed,1561.54,WALK,,214.0
204301,204312,Directed,1562.32,WALK,,215.1
204301,204313,Directed,1036.94,WALK,,291.2
204301,204302,Directed,1445.29,WALK,,51.2
804161,803071,Directed,279.31,BUS,8,0.0
804161,803072,Directed,483.8,WALK,,286.3
804161,804162,Directed,329.85,WALK,,70.8
104192,104202,Directed,255.12,BUS,"1B, 8, N1",0.0
104192,104191,Directed,364.33,WALK,,152.9
202082,203042,Directed,82.44,BUS,"12D, 24, 27, 7",0.0
202082,203044,Directed,259.2,BUS,22,0.0
202082,202051,Directed,297.1,WALK,,100.9
202082,202062,Directed,313.38,WALK,,206.4
202082,202061,Directed,489.9,WALK,,235.1
202082,202092,Directed,362.87,WALK,,297.0
202082,203022,Directed,425.5,WALK,,280.7
202082,203021,Directed,401.9,WALK,,247.7
405061,405071,Directed,558.62,BUS,"10, 26",0.0
405061,405062,Directed,578.5,WALK,,27.8
103052,103203,Directed,506.25,BUS,18,0.0
103052,103051,Directed,540.15,WALK,,47.5
303062,304022,Directed,249.23,BUS,"11, 11B",0.0
303062,303061,Directed,338.83,WALK,,125.4
303062,304021,Directed,459.73,WALK,,294.7
303062,304011,Directed,255.14,WALK,,227.2
303062,304012,Directed,240.26,WALK,,206.4
100022,101032,Directed,75.35,BUS,"13, 20, 20Z, 6B, 7",0.0
100022,101052,Directed,54.0,BUS,"11, 19B, 19I, 6, 8",0.0
100022,101022,Directed,218.92,BUS,14,0.0
100022,101021,Directed,424.32,WALK,,287.6
100022,100021,Directed,262.02,WALK,,66.3
100022,100012,Directed,471.15,WALK,,201.4
802011,801011,Directed,37.46,BUS,"1, 1B, 25, 3, 3B, 5, 7, 8, N1, N3, N5",0.0
802011,802012,Directed,243.5,WALK,,128.2
102071,102051,Directed,218.92,BUS,14,0.0
102071,102072,Directed,217.4,WALK,,90.4
102071,103021,Directed,536.09,WALK,,242.9
603151,603161,Directed,241.79,BUS,27,0.0
603151,603152,Directed,284.65,WALK,,60.0
104201,104191,Directed,255.12,BUS,"1B, 8, N1",0.0
104201,104202,Directed,267.45,WALK,,17.3
804212,804221,Directed,211.76,BUS,"23, 5, N5",0.0
804212,804211,Directed,316.5,WALK,,146.6
803141,803131,Directed,120.9,BUS,"22, 5, N5",0.0
803141,803142,Directed,256.45,WALK,,19.0
104112,104161,Directed,140.26,BUS,6,0.0
104112,104162,Directed,790.24,BUS,21D,0.0
104112,104162,Directed,946.78,WALK,,219.1
104112,104111,Directed,208.69,WALK,,138.4
104112,104113,Directed,1470.97,WALK,,87.2
104112,104163,Directed,993.88,WALK,,285.1
602011,601011,Directed,121.35,BUS,"14, 18, 18L",0.0
602011,602012,Directed,327.51,WALK,,114.7
802031,802011,Directed,259.2,BUS,7,0.0
802031,802022,Directed,322.7,WALK,,289.2
802031,802032,Directed,277.11,WALK,,25.1
804012,804022,Directed,97.3,BUS,"1, 1B, 25, N1",0.0
804012,804011,Directed,142.66,WALK,,63.5
304121,304101,Directed,368.18,BUS,"24, 26",0.0
304121,304101,Directed,325.95,WALK,,252.0
304121,304102,Directed,551.37,WALK,,256.5
304121,304122,Directed,382.52,WALK,,20.1
502014,502022,Directed,140.87,BUS,"13, 5, N5",0.0
502014,502024,Directed,119.56,BUS,"2, 20, 20Z",0.0
502014,502024,Directed,256.64,WALK,,246.2
502014,402012,Directed,437.67,WALK,,295.5
502014,502013,Directed,179.16,WALK,,28.9
502014,502011,Directed,314.46,WALK,,176.8
502014,502021,Directed,447.22,WALK,,277.2
502014,502012,Directed,231.12,WALK,,196.9
504061,504051,Directed,241.79,BUS,27,0.0
504061,504051,Directed,393.45,WALK,,212.3
504061,504052,Directed,394.82,WALK,,214.2
804061,804251,Directed,334.02,BUS,25,0.0
404012,404022,Directed,372.41,BUS,13,0.0
404012,404011,Directed,422.9,WALK,,70.7
404081,404071,Directed,185.14,BUS,"13, 24, 26",0.0
404081,404083,Directed,944.35,WALK,,26.1
404081,404084,Directed,942.17,WALK,,23.0
404081,404082,Directed,667.99,WALK,,44.1
502011,501021,Directed,151.4,BUS,"13, 20, 20Z",0.0
502011,501032,Directed,225.0,BUS,2,0.0
502011,502013,Directed,304.16,WALK,,203.9
502011,502014,Directed,256.47,WALK,,176.8
502011,501012,Directed,425.77,WALK,,278.9
502011,402011,Directed,435.51,WALK,,292.5
502011,502012,Directed,110.0,WALK,,27.3
502011,501031,Directed,433.93,WALK,,292.5
703102,703112,Directed,93.37,BUS,"16, 6, 6B",0.0
703102,703101,Directed,741.66,WALK,,60.7
703102,603211,Directed,1469.87,WALK,,243.4
703102,603212,Directed,1497.17,WALK,,281.6
605081,604041,Directed,469.57,BUS,19I,0.0
605081,605082,Directed,609.37,WALK,,195.7
602092,603064,Directed,226.57,BUS,9,0.0
602092,603064,Directed,433.93,WALK,,290.3
602092,602093,Directed,316.68,WALK,,126.2
602092,603061,Directed,373.41,WALK,,205.6
104111,104101,Directed,109.83,BUS,"21D, 28, 6",0.0
104111,104101,Directed,314.48,WALK,,286.5
104111,104112,Directed,564.11,WALK,,138.4
104111,104113,Directed,1471.33,WALK,,87.7
415081,415041,Directed,925.71,BUS,26,0.0
415081,415082,Directed,940.88,WALK,,21.2
415081,415071,Directed,1129.41,WALK,,285.2
415081,415072,Directed,1121.17,WALK,,273.6
204192,204212,Directed,249.23,BUS,"11, 11B, 20Z",0.0
204192,204191,Directed,263.04,WALK,,19.3
202091,202011,Directed,150.7,BUS,"12D, 27",0.0
202091,202092,Directed,210.54,WALK,,83.8
202091,202042,Directed,241.34,WALK,,22.9
202091,202041,Directed,279.7,WALK,,76.6
501012,402012,Directed,226.57,BUS,"5, N5",0.0
501012,502011,Directed,387.39,WALK,,278.9
501012,501021,Directed,362.99,WALK,,296.2
501012,501022,Directed,357.87,WALK,,289.1
501012,402011,Directed,386.96,WALK,,224.5
501012,502012,Directed,295.11,WALK,,286.5
501012,501011,Directed,252.5,WALK,,36.3
104052,104102,Directed,109.83,BUS,"21D, 28, 6",0.0
104052,104102,Directed,944.67,WALK,,253.1
104052,104051,Directed,776.3,WALK,,17.1
104052,104054,Directed,308.93,WALK,,41.5
403041,403031,Directed,372.41,BUS,13,0.0
403041,403042,Directed,443.41,WALK,,132.0
403041,403043,Directed,267.37,WALK,,100.0
103072,103102,Directed,61.95,BUS,"11, 18, 6, 8",0.0
103072,103071,Directed,103.3,WALK,,57.9
802051,802022,Directed,259.2,BUS,22,0.0
802051,802012,Directed,348.81,WALK,,275.6
802051,802052,Directed,276.78,WALK,,24.6
204102,204081,Directed,334.02,BUS,25,0.0
204102,204083,Directed,611.32,BUS,24,0.0
204102,204101,Directed,225.77,WALK,,13.7
815141,815101,Directed,900.0,BUS,15,0.0
815141,815142,Directed,912.64,WALK,,17.7
406072,406081,Directed,558.62,BUS,"10, 26",0.0
406072,406071,Directed,564.69,WALK,,8.5
415051,415081,Directed,925.71,BUS,26,0.0
415051,415052,Directed,948.26,WALK,,31.6
803011,802021,Directed,37.46,BUS,"1, 1B, 22, 25, 3, 3B, 5, 8, N1, N3, N5",0.0
803011,803014,Directed,186.59,WALK,,125.0
803011,803016,Directed,159.24,WALK,,105.7
803011,803012,Directed,148.7,WALK,,84.9
203191,203181,Directed,259.2,BUS,7,0.0
203191,203192,Directed,260.75,WALK,,189.9
404162,404092,Directed,925.71,BUS,26,0.0
404162,404084,Directed,925.71,BUS,26,0.0
404162,404201,Directed,611.32,BUS,24,0.0
404162,404161,Directed,780.99,WALK,,17.5
404162,404152,Directed,774.04,WALK,,227.8
404162,404151,Directed,801.25,WALK,,265.9
104121,104111,Directed,1408.7,BUS,28,0.0
104121,104122,Directed,1444.2,WALK,,49.7
104033,104032,Directed,790.24,BUS,21D,0.0
104033,104032,Directed,279.83,WALK,,70.8
104033,104321,Directed,448.48,WALK,,222.9
104033,104031,Directed,78.04,WALK,,10.4
703101,603212,Directed,1296.0,BUS,16,0.0
703101,603212,Directed,1489.62,WALK,,271.1
703101,703091,Directed,100.62,BUS,"6, 6B",0.0
703101,703102,Directed,136.72,WALK,,60.7
703101,603211,Directed,1469.85,WALK,,243.4
203071,203231,Directed,229.79,BUS,"19B, 19I",0.0
203071,203072,Directed,243.13,WALK,,18.7
203062,303021,Directed,225.0,BUS,2,0.0
203062,303024,Directed,259.2,BUS,22,0.0
203062,303032,Directed,611.32,BUS,24,0.0
203062,203061,Directed,352.17,WALK,,154.1
406042,406052,Directed,558.62,BUS,"10, 26",0.0
406042,406041,Directed,566.28,WALK,,10.7
745051,745111,Directed,450.0,BUS,19B,0.0
745051,745052,Directed,501.17,WALK,,71.6
804022,804032,Directed,72.16,BUS,"1, 1B, 25, 8, N1",0.0
804022,804031,Directed,230.34,WALK,,221.4
804022,804021,Directed,290.18,WALK,,142.6
625022,625032,Directed,469.57,BUS,19I,0.0
625022,625021,Directed,580.51,WALK,,155.3
504041,503051,Directed,241.79,BUS,27,0.0
504041,504042,Directed,325.5,WALK,,117.2
803062,803072,Directed,279.31,BUS,8,0.0
803062,803061,Directed,434.91,WALK,,217.8
104172,104182,Directed,790.24,BUS,21D,0.0
104172,104171,Directed,857.07,WALK,,93.6
103211,103032,Directed,506.25,BUS,18,0.0
103211,103032,Directed,260.44,WALK,,277.9
103211,103212,Directed,591.21,WALK,,118.9
204041,204011,Directed,241.79,BUS,27,0.0
204041,204051,Directed,407.58,WALK,,207.7
204041,204042,Directed,303.86,WALK,,86.9
101031,100021,Directed,73.97,BUS,"11B, 12D, 13, 20, 20Z, 7",0.0
101031,101052,Directed,259.2,BUS,22,0.0
101031,101052,Directed,360.08,WALK,,243.0
101031,101051,Directed,341.45,WALK,,258.8
101031,101032,Directed,232.7,WALK,,28.5
101031,101034,Directed,307.64,WALK,,218.7
203044,203062,Directed,259.2,BUS,22,0.0
203044,203041,Directed,472.92,WALK,,283.2
203044,203042,Directed,246.76,WALK,,261.0
203044,203052,Directed,315.34,WALK,,126.5
203044,203051,Directed,303.68,WALK,,110.1
304082,204102,Directed,216.0,BUS,"24, 25",0.0
304082,304074,Directed,363.26,WALK,,206.2
304082,304081,Directed,507.32,WALK,,48.5
404032,404042,Directed,372.41,BUS,13,0.0
404032,404031,Directed,445.39,WALK,,102.2
404122,404182,Directed,611.32,BUS,24,0.0
404122,404112,Directed,752.14,WALK,,197.1
404122,404121,Directed,618.0,WALK,,9.4
404122,404111,Directed,748.13,WALK,,191.5
203241,203251,Directed,611.32,BUS,24,0.0
203241,203251,Directed,680.68,WALK,,97.1
203241,203142,Directed,607.59,WALK,,253.4
203241,203141,Directed,587.02,WALK,,224.6
203241,203122,Directed,440.34,WALK,,278.0
203241,203121,Directed,439.74,WALK,,277.1
203241,203242,Directed,653.63,WALK,,59.2
304041,304021,Directed,249.23,BUS,"11, 11B",0.0
304041,304031,Directed,202.64,WALK,,153.7
304041,304032,Directed,406.55,WALK,,245.4
304041,304022,Directed,456.06,WALK,,289.6
304041,304042,Directed,242.29,WALK,,139.4
703112,704141,Directed,1296.0,BUS,16,0.0
703112,704182,Directed,356.04,BUS,6B,0.0
703112,704011,Directed,140.26,BUS,6,0.0
703112,704011,Directed,223.25,WALK,,118.3
703112,703111,Directed,215.6,WALK,,171.1
703112,704181,Directed,275.39,WALK,,254.8
803041,803031,Directed,97.3,BUS,"1, 1B, 25, N1",0.0
803041,803042,Directed,139.67,WALK,,59.3
204272,204262,Directed,1408.7,BUS,10,0.0
204272,204271,Directed,1426.86,WALK,,25.4
703041,703031,Directed,218.92,BUS,14,0.0
703041,703042,Directed,265.53,WALK,,65.3
804081,804252,Directed,689.36,BUS,"15, 1B, N1",0.0
804081,804252,Directed,518.6,WALK,,86.1
